;name;link;level;name_clean
802;Service de fête pour enfants;events_entertainment/childrens_entertainment/childrens_party_service;2;service de fete pour enfants
803;Borne de location de jeux vidéo;events_entertainment/gaming/video_game_rental_kiosk;2;borne de location de jeux video
804;Club d'échecs et de jeux de cartes;events_entertainment/gaming/chess_and_card_club;2;club dechecs et de jeux de cartes
805;Fournisseur de service de jeux;events_entertainment/gaming/gaming_service_provider;2;fournisseur de service de jeux
806;Magasin de jeux;events_entertainment/gaming/game_store;2;magasin de jeux
807;Magasin de jeux d'occasion;events_entertainment/gaming/used_game_store;2;magasin de jeux doccasion
808;Magasin de jeux vidéo;events_entertainment/gaming/video_game_store;2;magasin de jeux video
809;Salle de jeux video;events_entertainment/gaming/video_arcade;2;salle de jeux video
810;Agence de paris;events_entertainment/gambling/betting_agency;2;agence de paris
811;Casino;events_entertainment/gambling/casino;2;casino
812;Casino en ligne;events_entertainment/gambling/online_casino_or_bookmaker;2;casino en ligne
813;Fournisseur de loterie;events_entertainment/gambling/lottery_vendor;2;fournisseur de loterie
814;Instructeur de jeux d'argent;events_entertainment/gambling/gambling_instructor;2;instructeur de jeux dargent
815;Maison de jeux;events_entertainment/gambling/gambling_house;2;maison de jeux
816;Paris sportifs en ligne;events_entertainment/gambling/online_sports_betting;2;paris sportifs en ligne
817;Service de jeux d'argent;events_entertainment/gambling/gambling_service;2;service de jeux dargent
818;Agence de divertissement;events_entertainment/events_venues/entertainment_agency;2;agence de divertissement
819;Animateur de soirées et d'événements;events_entertainment/events_venues/entertainer;2;animateur de soirees et devenements
820;Bain en extérieur;events_entertainment/events_venues/outdoor_bath;2;bain en exterieur
821;Billetterie de spectacles;events_entertainment/events_venues/event_ticket_seller;2;billetterie de spectacles
822;Centre d'escape game;events_entertainment/events_venues/escape_room_center;2;centre descape game
823;Cybercafé;events_entertainment/events_venues/internet_cafe;2;cybercafe
824;Festival;events_entertainment/events_venues/festival;2;festival
825;Organisateur d'événements;events_entertainment/events_venues/event_planner;2;organisateur devenements
826;Parc de loisirs;events_entertainment/events_venues/amusement_center;2;parc de loisirs
827;Scène;events_entertainment/events_venues/stage;2;scene
828;Service technologique pour l'organisation d'événements;events_entertainment/events_venues/event_technology_service;2;service technologique pour lorganisation devenements
829;Services de voyance;events_entertainment/events_venues/fortune_telling_services;2;services de voyance
830;Société d'événementiel;events_entertainment/events_venues/event_management_company;2;societe devenementiel
831;Agence spécialisée dans l'organisation de fêtes;events_entertainment/wedding_party/party_planner;2;agence specialisee dans lorganisation de fetes
832;Boutique d'articles de mariages;events_entertainment/wedding_party/wedding_store;2;boutique darticles de mariages
833;Boutique d'emballages cadeaux;events_entertainment/wedding_party/gift_wrap_store;2;boutique demballages cadeaux
834;Boutique de cadeaux;events_entertainment/wedding_party/gift_shop;2;boutique de cadeaux
835;Boutique de souvenirs pour mariages;events_entertainment/wedding_party/wedding_souvenir_shop;2;boutique de souvenirs pour mariages
836;Célébrant de mariage;events_entertainment/wedding_party/marriage_celebrant;2;celebrant de mariage
837;Lieu de mariage;events_entertainment/wedding_party/wedding_venue;2;lieu de mariage
838;Location de château gonflable;events_entertainment/wedding_party/bouncy_castle_hire;2;location de chateau gonflable
839;Magasin d'articles de fête;events_entertainment/wedding_party/balloon_store;2;magasin darticles de fete
840;Magasin de fête;events_entertainment/wedding_party/party_store;2;magasin de fete
841;Organisateur de mariages;events_entertainment/wedding_party/wedding_planner;2;organisateur de mariages
842;Photographe de mariage;events_entertainment/wedding_party/wedding_photographer;2;photographe de mariage
843;Prestataire de mariage;events_entertainment/wedding_party/wedding_service;2;prestataire de mariage
844;Sculpteur de ballons;events_entertainment/wedding_party/balloon_artist;2;sculpteur de ballons
845;Service d'impression de cartons d'invitation;events_entertainment/wedding_party/invitation_printing_service;2;service dimpression de cartons dinvitation
846;Service de location de matériel de soirée;events_entertainment/wedding_party/party_equipment_rental_service;2;service de location de materiel de soiree
847;Service de location de tentes;events_entertainment/wedding_party/tent_rental_service;2;service de location de tentes
848;Exposition;events_entertainment/museums_exibits/exhibit;2;exposition
849;Galerie d'art;events_entertainment/museums_exibits/art_gallery;2;galerie dart
850;Galerie d'art aborigène;events_entertainment/museums_exibits/aboriginal_art_gallery;2;galerie dart aborigene
851;Musée;events_entertainment/museums_exibits/museum;2;musee
852;Cinéma;events_entertainment/music_movies/movie_theater;2;cinema
853;Disc-jockey;events_entertainment/music_movies/dj;2;discjockey
854;Magasin de location de films;events_entertainment/music_movies/movie_rental_store;2;magasin de location de films
855;Magasin de matériel pour DJ;events_entertainment/music_movies/dj_supply_store;2;magasin de materiel pour dj
856;Service de streaming de films;events_entertainment/music_movies/movie_streaming_service;2;service de streaming de films
857;Ballet-Théâtre;events_entertainment/theater_opera/ballet_theater;2;ballettheatre
858;Opéra;events_entertainment/theater_opera/opera_house;2;opera
859;Production théâtrale;events_entertainment/theater_opera/theater_production;2;production theatrale
860;Salle de concert;events_entertainment/theater_opera/concert_hall;2;salle de concert
861;Salle de spectacles;events_entertainment/theater_opera/performing_arts_theater;2;salle de spectacles
862;Théâtre dramatique;events_entertainment/theater_opera/drama_theater;2;theatre dramatique
863;Camping;hobbies_crafts/outdoor_activities/campground;2;camping
864;Centre récréatif;hobbies_crafts/outdoor_activities/recreation_center;2;centre recreatif
865;Circuit de randonnée;hobbies_crafts/outdoor_activities/hiking_area;2;circuit de randonnee
866;Magasin de matériel de camping;hobbies_crafts/outdoor_activities/camping_store;2;magasin de materiel de camping
867;Organisateur d'activités en plein air;hobbies_crafts/outdoor_activities/outdoor_activity_organizer;2;organisateur dactivites en plein air
868;Piscine extérieure;hobbies_crafts/outdoor_activities/outdoor_swimming_pool;2;piscine exterieure
869;Promenade;hobbies_crafts/outdoor_activities/promenade;2;promenade
870;Service de plongée;hobbies_crafts/outdoor_activities/diving_service;2;service de plongee
871;Service de promenades en traîneau à chiens;hobbies_crafts/outdoor_activities/dogsled_ride_service;2;service de promenades en traineau a chiens
872;Site de camping;hobbies_crafts/outdoor_activities/camp_site;2;site de camping
873;Art & antiquités;hobbies_crafts/art_handicraft/art_antiques;2;art  antiquites
874;Artisanat;hobbies_crafts/art_handicraft/handicraft;2;artisanat
875;Artisanat d'art;hobbies_crafts/art_handicraft/art_handcraft;2;artisanat dart
876;Artiste;hobbies_crafts/art_handicraft/artist;2;artiste
877;Boutique de loisirs créatifs;hobbies_crafts/art_handicraft/craft_store;2;boutique de loisirs creatifs
878;Magasin de matériel artistique;hobbies_crafts/art_handicraft/art_supply_store;2;magasin de materiel artistique
879;Marchand d'art;hobbies_crafts/art_handicraft/art_dealer;2;marchand dart
880;Salon d'artisanat;hobbies_crafts/art_handicraft/handicraft_fair;2;salon dartisanat
881;Service de découpe au laser;hobbies_crafts/art_handicraft/laser_cutting_service;2;service de decoupe au laser
882;Société de flocage;hobbies_crafts/art_handicraft/societe_de_flocage;2;societe de flocage
883;Astrologue;hobbies_crafts/astrology_numerology/astrologer;2;astrologue
